Player,Team,Penalties,Yards,Pancakes,Sacks Allowed
"Burnsman, E.",OCO,3,25,1,0
"Boom, J.",OCO,2,12,0,0
"Ramathorn, A.",OCO,1,5,5,0
"Kronen, R.",OCO,1,5,0,0
"Reigns, J.",OCO,1,10,0,0
"Westfield, B.",OCO,1,5,0,0
"Farva, R.",OCO,0,0,6,1
"Foster, J.",OCO,0,0,6,0
"Roto, R.",OCO,0,0,4,0
"Jenkins, L.",OCO,0,0,3,0
"O'Sullivan, S.",OCO,0,0,3,0
"Womack, C.",OCO,0,0,2,0
"Mushing, M.",YKW,1,10,6,0
"Amper, T.",YKW,1,5,4,0
"Cook, B.",YKW,1,5,0,0
"Fitzfatrick, R.",YKW,1,15,0,0
"Jarden, G.",YKW,1,15,0,0
"Lavelle, D.",YKW,1,5,0,0
"Ones, B.",YKW,0,0,4,1
"Askins, J.",YKW,0,0,4,0
"Rchon, A.",YKW,0,0,4,0
"Kennedy, E.",YKW,0,0,3,0
"Pooky, S.",YKW,0,0,3,0
