Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Wilf, G.",AZ,5,0,2,1/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Eriksen, W.",AZ,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"Gillion, M.",AZ,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Jadakiss, D.",AZ,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Crunk, T.",AZ,3,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Miller, P.",AZ,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Scarlett, D.",AZ,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Burfict, L.",AZ,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Koniecpolski, S.",AZ,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Noble Jr., L.",AZ,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Roth, C.",AZ,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Ryeu, S.",AZ,1,0,1,0/0,0,0,1,0,0/0/0,0,0,0,0,9,26
"Kennedy, D.",BAL,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Yeboah, T.",BAL,11,0,1,1/1,0,0,0,0,0/0/0,1,0,0,0,9,26
"Syracuse, I.",BAL,10,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Suzuki, S.",BAL,9,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"Lavelle Jr., D.",BAL,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"Stackinpaper, B.",BAL,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Avery, E.",BAL,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"Lover, E.",BAL,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Slayer, E.",BAL,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Annastesia, N.",BAL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Jackson, D.",BAL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Fujiwara, C.",BAL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,9,26
