Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Lee, J.",ARI,11,0,2,0,0,0,0,0,0,0,0,0,5,2
"Rashad, I.",ARI,8,0,0,1,1,0,0,0,0,0,0,0,5,2
"Luechly, L.",ARI,7,1,2,0,0,0,0,0,0,0,0,0,5,2
"Ernston, H.",ARI,6,0,0,0,0,0,0,0,0,0,0,0,5,2
"Williams, J.",ARI,6,0,0,0,0,0,0,0,0,0,0,0,5,2
"Tuck, J.",ARI,4,1,1,0,0,0,0,1,0,0,0,0,5,2
"Dam, D.",ARI,3,1,0,0,0,0,0,0,0,0,0,0,5,2
"Flock, R.",ARI,3,0,0,1,1,0,1,0,0,0,0,0,5,2
"Asipi, A.",ARI,2,0,0,0,0,0,0,0,0,0,0,0,5,2
"Davis, A.",ARI,2,0,0,0,0,0,0,0,0,0,0,0,5,2
"King, G.",ARI,2,0,1,0,0,0,0,0,0,0,0,0,5,2
"Pierce, L.",ARI,1,0,0,0,0,0,0,0,0,0,0,0,5,2
"Shelton, L.",YKW,10,0,1,0,0,0,0,0,0,0,0,0,5,2
"Cushing, K.",YKW,9,0,0,0,0,0,0,0,0,0,0,0,5,2
"Novel, L.",YKW,7,0,0,1,0,0,0,0,0,0,0,0,5,2
"Boggs, B.",YKW,5,0,0,1,0,0,0,0,0,0,0,0,5,2
"Hampshireton, R.",YKW,5,2,1,0,0,0,0,0,0,0,0,0,5,2
"Lavelle, D.",YKW,5,0,0,1,1,0,0,0,0,0,0,0,5,2
"Bjornsson, B.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,5,2
"Kane, M.",YKW,4,0,1,0,0,0,0,0,0,0,0,0,5,2
"Hansen, A.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,5,2
"Chunk, L.",YKW,2,0,0,2,0,0,0,0,0,0,0,0,5,2
"Spearhead, J.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,5,2
"Cutter, D.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,5,2
"Orosz, C.",YKW,0,0,0,0,0,0,0,0,1,0,0,0,5,2
