Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Fletcher, G.",BAL,8,0,0,3,0,0,0,0,0,0,0,0,9,10
"Roenick, A.",BAL,5,0,0,2,0,0,0,0,0,0,0,0,9,10
"Willie, T.",BAL,5,0,1,1,1,0,0,0,0,0,0,0,9,10
"Goodson, N.",BAL,4,0,0,0,0,0,0,0,0,0,0,0,9,10
"Rove, C.",BAL,4,0,0,2,0,0,0,0,0,0,0,0,9,10
"Delacour, A.",BAL,2,0,0,0,0,0,0,0,0,0,0,0,9,10
"Gambino, C.",BAL,2,0,0,0,0,0,0,0,0,0,0,0,9,10
"Hendrix, K.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,9,10
"Marmeladov, V.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,9,10
"Ishigawa, H.",COL,16,0,1,0,0,0,0,0,0,0,0,0,9,10
"Bly Jr., A.",COL,9,0,0,0,0,0,0,0,0,0,0,0,9,10
"Ramero, R.",COL,9,0,0,3,0,0,0,0,0,0,0,0,9,10
"Tillman, M.",COL,7,0,0,0,0,0,0,0,0,0,0,0,9,10
"Flock, R.",COL,6,0,0,1,0,0,0,0,0,0,0,0,9,10
"Brister, T.",COL,4,0,0,0,0,0,0,0,0,0,0,0,9,10
"Sandoval, A.",COL,3,1,1,0,0,0,0,0,0,0,0,0,9,10
"Thibault, A.",COL,3,0,0,1,0,0,0,0,0,0,0,0,9,10
"Pierno, N.",COL,2,0,0,0,0,0,0,0,0,0,0,0,9,10
"Bagwell, N.",COL,1,1,0,0,0,0,0,0,0,0,0,0,9,10
