Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Fillmore, M.",PHI,1,13,5,0,14,24
"Tyler, J.",PHI,1,5,5,0,14,24
"Suzuki, S.",PHI,1,15,0,0,14,24
"Zbornak, D.",PHI,1,15,0,0,14,24
"Hayes, R.",PHI,0,0,5,0,14,24
"Tremblay, S.",PHI,0,0,5,0,14,24
"Arrabiata, D.",PHI,0,0,2,0,14,24
"Blocksdale Jr., A.",PHI,0,0,1,0,14,24
"Dotson, F.",PHI,0,0,1,0,14,24
"Van Buren, M.",PHI,0,0,1,0,14,24
"Diggler, D.",BAL,1,5,1,0,14,24
"Bean, S.",BAL,1,15,0,0,14,24
"MacGregor, G.",BAL,1,5,0,0,14,24
"Dolls, B.",BAL,0,0,11,0,14,24
"Jeremy, R.",BAL,0,0,3,1,14,24
"Star, L.",BAL,0,0,3,0,14,24
"Williams, D.",BAL,0,0,2,1,14,24
"Lewandowski, J.",BAL,0,0,2,0,14,24
"Steele, R.",BAL,0,0,2,0,14,24
