Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Flock, R.",COL,3,15,0,0,7,10
"Aaron, D.",COL,1,5,0,0,7,10
"Sandoval, A.",COL,1,10,0,0,7,10
"Windchesthair, A.",COL,0,0,6,0,7,10
"Vibrations, F.",COL,0,0,3,1,7,10
"Chipmunk, A.",COL,0,0,3,0,7,10
"Bastard, F.",COL,0,0,2,0,7,10
"Down, D.",COL,0,0,1,0,7,10
"Knuckler, B.",COL,0,0,1,0,7,10
"Clipping, C.",OCO,2,19,1,1,7,10
"Westfield, B.",OCO,2,10,0,0,7,10
"Tripping, T.",OCO,1,5,4,2,7,10
"Facemask, F.",OCO,1,5,2,2,7,10
"Grithead, D.",OCO,1,5,0,0,7,10
"Broxton, J.",OCO,1,15,0,0,7,10
"Zephyrous, S.",OCO,0,0,4,0,7,10
"Falsestart, F.",OCO,0,0,4,0,7,10
"Holding, H.",OCO,0,0,3,1,7,10
"Adams, R.",OCO,0,0,1,0,7,10
