Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Fieri, D.",PHI,9,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"DeSoto, J.",PHI,7,1,1,0/0,1,0,0,0,0/0/0,0,0,0,0,7,26
"Haywood, H.",PHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Cross, M.",PHI,5,0,1,0/0,1,1,0,0,0/0/0,0,0,0,0,7,26
"Goodman, G.",PHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Hoffman, J.",PHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Rose, T.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Zelos, J.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Quin, A.",PHI,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,26
"Roes, S.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Wrecks, T.",PHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Domine, J.",CHI,10,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Hockhertz, M.",CHI,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Shields, T.",CHI,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Firestorm-Fjord, O.",CHI,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,7,26
"Blackfyre, D.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Brooks, D.",CHI,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Eller, A.",CHI,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Hayes, V.",CHI,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"MacAndrew, H.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Smirh, J.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,26
"Oles JR, T.",CHI,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,26
