Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Chambers, K.",PHI,1,5,0,0,7,26
"Blocksdale Jr., A.",PHI,0,0,4,0,7,26
"Biddle, E.",PHI,0,0,3,0,7,26
"Franklin, B.",PHI,0,0,3,0,7,26
"Mifflin, T.",PHI,0,0,3,0,7,26
"Elephant, M.",PHI,0,0,1,1,7,26
"Dotson, F.",PHI,0,0,1,0,7,26
"Tremblay, S.",PHI,0,0,1,0,7,26
"Jones, J.",CHI,2,15,4,0,7,26
"Eller, A.",CHI,1,10,0,0,7,26
"Rubbe, G.",CHI,0,0,7,0,7,26
"Bayley Jr., B.",CHI,0,0,4,1,7,26
"Tucker Jr., P.",CHI,0,0,4,0,7,26
"Gelbman, T.",CHI,0,0,3,0,7,26
"Riposte, I.",CHI,0,0,3,0,7,26
"LaFleur, F.",CHI,0,0,2,0,7,26
"Yoda, B.",CHI,0,0,2,0,7,26
