Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Shields, T.",CHI,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Hockhertz, M.",CHI,8,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,25
"Oles JR, T.",CHI,8,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"d'Alcott, R.",CHI,6,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Domine, J.",CHI,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,25
"Firestorm-Fjord, O.",CHI,5,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,1,25
"Smirh, J.",CHI,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Eller, A.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"MacAndrew, H.",CHI,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Brooks, D.",CHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Hayes, V.",CHI,1,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Thomaslacher, B.",YKW,9,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Alexander, N.",YKW,7,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Dookmarriot, L.",YKW,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Valdyr, M.",YKW,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Quaid, D.",YKW,5,0,2,0/0,2,0,0,0,0/0/0,0,0,0,0,1,25
"Foster, D.",YKW,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Leonard, M.",YKW,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,25
"Cho, J.",YKW,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Money, P.",YKW,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Thebaw, S.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
