Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"LaFleur, F.",CHI,0,0,5,2,1,25
"Gelbman, T.",CHI,0,0,5,0,1,25
"Ahstreet, C.",CHI,0,0,2,0,1,25
"Bayley Jr., B.",CHI,0,0,2,0,1,25
"Riposte, I.",CHI,0,0,2,0,1,25
"Tucker Jr., P.",CHI,0,0,2,0,1,25
"Tirtawidjaja, J.",CHI,0,0,0,2,1,25
"Skyline, A.",YKW,2,20,0,0,1,25
"Pooky, S.",YKW,1,5,4,1,1,25
"Pancakes, B.",YKW,1,5,4,0,1,25
"Jack, C.",YKW,1,11,0,0,1,25
"Leonard, M.",YKW,1,5,0,0,1,25
"Thebaw, S.",YKW,1,5,0,0,1,25
"Virtanen, M.",YKW,0,0,6,0,1,25
"Amper, T.",YKW,0,0,4,0,1,25
"Ones, B.",YKW,0,0,3,0,1,25
"Hanyadi, M.",YKW,0,0,1,0,1,25
"Rechs, Z.",YKW,0,0,1,0,1,25
