Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Rogers, S.",HON,1,5,9,0,12,25
"Kane-Maika'i, K.",HON,1,5,4,0,12,25
"Jeffrey, T.",HON,1,5,0,0,12,25
"Doo, S.",HON,0,0,5,1,12,25
"Blake, D.",HON,0,0,5,0,12,25
"Dinkley, V.",HON,0,0,4,0,12,25
"Krashwagen, R.",HON,0,0,3,0,12,25
"Jones, F.",HON,0,0,2,0,12,25
"Saurus, S.",AUS,1,5,2,0,12,25
"Cole, E.",AUS,1,5,0,0,12,25
"Isbest, C.",AUS,1,5,0,0,12,25
"Videl-San, N.",AUS,1,5,0,0,12,25
"Saurus, A.",AUS,0,0,5,0,12,25
"Bakhtiari, S.",AUS,0,0,3,1,12,25
"Saurus, B.",AUS,0,0,3,0,12,25
"Fassingit, H.",AUS,0,0,2,0,12,25
"Jones, K.",AUS,0,0,1,0,12,25
