Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Krashwagen, R.",HON,6,45,7.5,15,0,12,25
"Podolak, J.",HON,5,82,16.4,33,1,12,25
"Kane-Maika'i, K.",HON,4,76,19,34,1,12,25
"Ayers, N.",HON,3,79,26.3,45,1,12,25
"Clay, J.",HON,2,34,17,18,0,12,25
"Hex, T.",HON,2,11,5.5,9,0,12,25
"Alexander, W.",HON,1,7,7,7,0,12,25
"Jeeta, E.",AUS,5,98,19.6,55,0,12,25
"Videl-San, N.",AUS,5,40,8,16,0,12,25
"Watts, Z.",AUS,4,27,6.8,12,0,12,25
"Gaines, N.",AUS,3,63,21,28,0,12,25
"Vequain, F.",AUS,2,17,8.5,13,0,12,25
"Larson, P.",AUS,2,10,5,6,0,12,25
"Jones, K.",AUS,2,8,4,5,0,12,25
