Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Jeeta, E.",AUS,5,56,11.2,16,0,16,24
"Videl-San, N.",AUS,4,60,15,33,0,16,24
"Gaines, N.",AUS,3,46,15.3,26,0,16,24
"Mendonca, M.",AUS,2,68,34,41,1,16,24
"Tidwell, R.",AUS,2,27,13.5,20,0,16,24
"Larson, P.",AUS,2,16,8,11,0,16,24
"Jones, K.",AUS,2,8,4,8,0,16,24
"Podolak, J.",HON,6,102,17,44,0,16,24
"Kane-Maika'i, K.",HON,6,67,11.2,30,0,16,24
"Ayers, N.",HON,5,38,7.6,15,0,16,24
"Clay, J.",HON,4,46,11.5,21,0,16,24
"Alexander, W.",HON,4,37,9.2,18,1,16,24
"Z, D.",HON,1,7,7,7,0,16,24
