Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Carter, P.",YKW,6,0,0,4,1,0,1,0,0,0,0,0,3,7
"Taylor, C.",YKW,6,0,1,1,0,0,0,0,0,0,0,0,3,7
"Medved, E.",YKW,5,0,1,0,0,0,0,0,0,0,0,0,3,7
"Ridley, W.",YKW,5,0,2,0,0,0,0,0,0,0,0,0,3,7
"Tweed, B.",YKW,5,0,3,0,0,0,0,0,0,0,0,0,3,7
"Hardrool, C.",YKW,4,0,2,0,0,0,0,0,0,0,0,0,3,7
"Kane, M.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,3,7
"Lavelle, D.",YKW,3,0,0,1,0,0,0,0,0,0,0,0,3,7
"Tuck, J.",YKW,2,1,0,0,0,0,0,0,0,0,0,0,3,7
"Tiernan, L.",YKW,0,0,0,1,0,0,0,0,0,0,0,0,3,7
"O'Sullivan, J.",NO,12,0,0,0,0,0,0,0,0,0,0,0,3,7
"Broxton, J.",NO,10,0,0,0,0,0,0,0,0,0,0,0,3,7
"Tomlinson, A.",NO,10,0,0,0,0,0,0,0,0,0,0,0,3,7
"Verns, D.",NO,9,0,2,0,0,0,0,0,0,0,0,0,3,7
"Brister, T.",NO,7,0,0,2,0,0,0,0,0,0,0,0,3,7
"Mills, B.",NO,6,0,0,1,0,0,0,0,0,0,0,0,3,7
"Oakes, B.",NO,5,0,0,1,1,0,0,0,0,0,0,0,3,7
"Askins, J.",NO,3,0,0,0,0,0,0,0,0,0,0,0,3,7
"Zhang, S.",NO,1,0,0,0,0,0,0,0,0,0,0,0,3,7
"Cox, J.",NO,0,0,0,0,0,0,0,0,0,0,0,0,3,7
