Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Harris Jr., F.",YKW,1,5,3,0,3,7
"Cook, B.",YKW,1,15,0,0,3,7
"Ridley, W.",YKW,1,5,0,0,3,7
"Tweed, B.",YKW,1,10,0,0,3,7
"Pooky, S.",YKW,0,0,9,0,3,7
"Mushing, M.",YKW,0,0,8,0,3,7
"Rchon, A.",YKW,0,0,7,0,3,7
"Amper, T.",YKW,0,0,3,0,3,7
"Ones, B.",YKW,0,0,3,0,3,7
"McPoyal, G.",YKW,0,0,1,0,3,7
"Rainey, R.",YKW,0,0,1,0,3,7
"Armstrong, L.",NO,1,5,10,1,3,7
"Brister, T.",NO,1,5,0,0,3,7
"Broxton, J.",NO,1,10,0,0,3,7
"O'Sullivan, J.",NO,1,5,0,0,3,7
"Tomlinson, A.",NO,1,5,0,0,3,7
"Zhang, S.",NO,1,15,0,0,3,7
"Ory, K.",NO,0,0,5,0,3,7
"Roll, J.",NO,0,0,4,2,3,7
"Bolden, B.",NO,0,0,3,1,3,7
"Ruffins, K.",NO,0,0,2,1,3,7
"Savea, A.",NO,0,0,1,0,3,7
