Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"McPoyal, G.",YKW,6,86,14.3,42,0,3,7
"Lavelle, D.",YKW,5,91,18.2,35,1,3,7
"Harris Jr., F.",YKW,5,24,4.8,8,0,3,7
"Kennedy, E.",YKW,4,88,22,41,0,3,7
"Cook, B.",YKW,3,142,47.3,64,1,3,7
"Rainey, R.",YKW,1,18,18,18,0,3,7
"Rocket, J.",YKW,1,6,6,6,0,3,7
"Milan, C.",YKW,1,2,2,2,0,3,7
"Evans, D.",NO,7,95,13.6,41,0,3,7
"Law, C.",NO,5,77,15.4,38,0,3,7
"Reigns, J.",NO,3,26,8.7,14,0,3,7
"Stormblessed, N.",NO,2,53,26.5,48,0,3,7
"Savea, A.",NO,1,7,7,7,0,3,7
"O'Sullivan, C.",NO,1,3,3,3,0,3,7
