Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Harrison, H.",OCO,1,5,4,0,12,24
"Ocewilder, S.",OCO,1,10,0,0,12,24
"Pak, Y.",OCO,0,0,4,0,12,24
"Quail, D.",OCO,0,0,4,0,12,24
"Iridian, G.",OCO,0,0,3,0,12,24
"George, D.",OCO,0,0,2,0,12,24
"Johns, A.",OCO,0,0,2,0,12,24
"Phillips, J.",OCO,0,0,2,0,12,24
"Rubbe, G.",NO,1,10,5,0,12,24
"Toriki, M.",NO,1,5,1,0,12,24
"Rikiya, M.",NO,1,5,0,0,12,24
"Snyder, S.",NO,1,10,0,0,12,24
"Room, W.",NO,0,0,5,0,12,24
"Ofyourlove, S.",NO,0,0,4,0,12,24
"Wolfcastle, R.",NO,0,0,2,1,12,24
"McCormick, A.",NO,0,0,2,0,12,24
"Brew, S.",NO,0,0,1,0,12,24
