Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Lee, J.",ARI,9,0,1,0/0,1,1,0,1,"[0, 0, 0]"
"Stropko, B.",ARI,9,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ernston, H.",ARI,7,0,1,0/0,0,0,1,0,"[0, 0, 0]"
"Rashad, I.",ARI,5,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Blade, B.",ARI,4,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",ARI,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Williams, J.",ARI,3,0,0,0/0,5,2,0,0,"[0, 0, 0]"
"Dam, D.",ARI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Jackson, M.",ARI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi, A.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Maddox, S.",OCO,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Thomas, R.",OCO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Devitt, R.",OCO,4,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, F.",OCO,4,0,1,1/1,0,0,0,0,"[0, 0, 0]"
"Krimlaw, A.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, J.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thor, L.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Verns, D.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Reigns, J.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tomlinson, A.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Retro, G.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Petrakis, A.",OCO,0,0,0,0/0,1,0,0,0,"[0, 0, 0]"
