Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Tucker, P.",PHI,12,0,1,0,0,0,0,0,0,0,0,0,6,2
"O'Sullivan, K.",PHI,7,0,0,1,1,0,0,0,0,0,0,0,6,2
"Taylor, G.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,6,2
"Jefferson, L.",PHI,4,0,1,1,0,0,0,0,0,0,0,0,6,2
"Washington, L.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,6,2
"Krimlaw, A.",PHI,3,0,1,1,0,0,0,0,0,0,0,0,6,2
"Oles, T.",PHI,3,0,0,1,1,0,0,0,0,0,0,0,6,2
"Davidson, D.",PHI,2,0,1,0,0,0,0,0,0,0,0,0,6,2
"Maric, D.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,6,2
"Marmeladov, V.",PHI,2,0,1,0,0,0,0,0,0,0,0,0,6,2
"Von Gerhardt, O.",PHI,1,1,0,0,0,0,0,0,0,0,0,0,6,2
"Bavitz, I.",OCO,7,0,2,0,0,0,0,0,0,0,0,0,6,2
"Spector, M.",OCO,6,0,0,2,0,0,0,0,0,0,0,0,6,2
"Thor, L.",OCO,6,0,0,0,0,0,0,0,0,0,0,0,6,2
"Verns, D.",OCO,6,0,1,2,1,0,0,0,0,0,0,0,6,2
"Harris, F.",OCO,5,0,1,0,0,0,0,0,0,0,0,0,6,2
"Petrakis, A.",OCO,5,0,0,3,0,0,0,0,0,0,0,0,6,2
"Kronen, R.",OCO,3,0,0,1,1,0,0,0,0,0,0,0,6,2
"McGinn, I.",OCO,2,0,0,1,0,0,0,0,0,0,0,0,6,2
"Reigns, J.",OCO,2,0,2,0,0,0,0,0,0,0,0,0,6,2
"Tomlinson, A.",OCO,2,1,1,0,0,0,0,0,0,0,0,0,6,2
"Devitt, R.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,6,2
