Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Acho, M.",BAL,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,7,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,5,0,0,1/1,0,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",BAL,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,4,2,0,1/0,1,0,0,0,"[0, 0, 0]"
"Harris, B.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hobbs, J.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Horne, B.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oats, S.",BAL,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,8,0,1,0/0,4,0,0,0,"[0, 0, 0]"
"Showbiz, G.",OCO,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ramsey Jr., G.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hobbs, S.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Rice, J.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Harrison, H.",OCO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
