Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Kennedy, D.",BAL,11,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Stackinpaper, B.",BAL,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Lavelle Jr., D.",BAL,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,26
"Suzuki, S.",BAL,5,0,2,0/0,2,0,0,0,0/0/0,0,0,0,0,5,26
"Yeboah, T.",BAL,5,0,1,0/0,2,1,0,0,0/0/0,0,0,0,0,5,26
"Annastesia, N.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Avery, E.",BAL,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Syracuse, I.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Lover, E.",BAL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Slayer, E.",BAL,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Utterstruzen, T.",SAR,8,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"De Ville, D.",SAR,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Mango-Panda, H.",SAR,7,0,0,1/1,0,0,0,0,0/0/0,1,0,0,0,5,26
"Clemente, C.",SAR,5,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Andrews, H.",SAR,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Nkiah, J.",SAR,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Dillmiballs, F.",SAR,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Goku, S.",SAR,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Karpaasi, M.",SAR,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Patterson, P.",SAR,3,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,5,26
"Beat, N.",SAR,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
