Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Dawkins, S.",HON,8,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Lavigne, D.",HON,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Thornton, B.",HON,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Fields, G.",HON,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Jackson, R.",HON,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Kackpoo, H.",HON,4,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,4,26
"Montain, A.",HON,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Ka'ana'ana, B.",HON,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Waters, J.",HON,3,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,4,26
"Jeffrey, T.",HON,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Rucker, R.",HON,2,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Kennedy, D.",BAL,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Stackinpaper, B.",BAL,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Suzuki, S.",BAL,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Yeboah, T.",BAL,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Avery, E.",BAL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Slayer, E.",BAL,5,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Lavelle Jr., D.",BAL,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Lover, E.",BAL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Annastesia, N.",BAL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Jackson, D.",BAL,1,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Syracuse, I.",BAL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
