Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Blade, B.",YKW,13,4,0,0,0,0,0,1,0,0,0,0,7,5
"Tiernan, L.",YKW,12,1,0,0,0,0,0,0,0,0,0,0,7,5
"Ridley, W.",YKW,8,1,1,1,0,0,0,1,0,0,0,0,7,5
"Maddox, R.",YKW,7,1,0,0,0,0,0,0,0,0,0,0,7,5
"Kane, M.",YKW,6,1,1,0,0,0,1,0,1,0,0,0,7,5
"Carter, P.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,7,5
"Lavelle, D.",YKW,5,0,0,2,2,0,1,0,0,0,0,0,7,5
"Bj̦rnsson, B.",YKW,4,0,0,0,0,0,0,0,1,0,0,0,7,5
"Hardrool, C.",YKW,4,0,0,1,1,0,1,0,0,0,0,0,7,5
"Taylor, C.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,7,5
"Wozy, F.",YKW,1,1,0,0,0,0,0,0,0,0,0,0,7,5
"Jarden, G.",YKW,0,0,0,0,0,0,0,0,1,0,0,0,7,5
"Ones, B.",YKW,0,0,0,0,0,0,0,0,1,0,0,0,7,5
"Erikson, V.",COL,7,0,0,1,1,0,1,0,0,0,0,0,7,5
"Ishigawa, H.",COL,6,0,0,3,0,0,0,0,0,0,0,0,7,5
"Sandoval, A.",COL,6,0,0,0,0,0,0,0,0,0,0,0,7,5
"Sandoval, R.",COL,6,1,1,0,0,0,0,0,0,0,0,0,7,5
"Tillman, M.",COL,3,0,0,1,1,0,0,0,0,0,0,0,7,5
"Bly Jr., A.",COL,2,0,0,1,0,0,0,0,0,0,0,0,7,5
"Boggs, B.",COL,2,0,0,1,0,0,0,1,0,0,0,0,7,5
"Gustavsson, E.",COL,2,1,0,0,0,0,0,1,0,0,0,0,7,5
"Krimlaw, A.",COL,2,0,0,0,0,0,0,0,0,0,0,0,7,5
"Saint, J.",COL,2,0,0,0,0,0,0,0,0,0,0,0,7,5
