Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dam, D.",ARI,2,15,0,0,11,2
"Mackworthy, R.",ARI,1,10,1,1,11,2
"Pest, T.",ARI,1,5,1,0,11,2
"Flock, R.",ARI,1,5,0,0,11,2
"Rashad, I.",ARI,1,5,0,0,11,2
"Walters, S.",ARI,0,0,3,0,11,2
"Timlin, S.",ARI,0,0,2,0,11,2
"Zoidberg, S.",ARI,0,0,2,0,11,2
"Thomas, A.",ARI,0,0,1,1,11,2
"Tuck, J.",ARI,0,0,1,1,11,2
"Tkachuk, J.",ARI,0,0,1,0,11,2
"Worthy, G.",ARI,0,0,1,0,11,2
"Vincent, M.",BAL,2,15,0,0,11,2
"Blocksdale, A.",BAL,1,5,10,0,11,2
"Lee, B.",BAL,1,5,4,2,11,2
"Hendrix, K.",BAL,1,5,0,0,11,2
"Koch, D.",BAL,0,0,4,0,11,2
"Pancake, P.",BAL,0,0,4,0,11,2
"Charles, A.",BAL,0,0,3,1,11,2
"Gibson, C.",BAL,0,0,2,0,11,2
"Sanderson, J.",BAL,0,0,2,0,11,2
"Farlane, D.",BAL,0,0,1,0,11,2
"Robinson, M.",BAL,0,0,1,0,11,2
