Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Wall, G.",BER,1,5,7,0,11,25
"King, D.",BER,1,5,1,0,11,25
"Wall, J.",BER,0,0,6,0,11,25
"Wall, D.",BER,0,0,4,0,11,25
"Skiuuup, C.",BER,0,0,1,0,11,25
"Doe, B.",SAR,2,15,6,0,11,25
"Pennington Jr., T.",SAR,1,15,3,1,11,25
"Beat, N.",SAR,1,10,0,0,11,25
"Goku, S.",SAR,1,13,0,0,11,25
"Heights, A.",SAR,1,5,0,0,11,25
"Witheblock, M.",SAR,1,5,0,0,11,25
"Woakneoa, S.",SAR,0,0,7,1,11,25
"Stallworth, C.",SAR,0,0,4,0,11,25
"Smith, J.",SAR,0,0,2,0,11,25
"Manclaw, C.",SAR,0,0,1,0,11,25
"Chan, R.",SAR,0,0,0,1,11,25
