Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Brackenridge, T.",SJS,10,1,0,0/0,2,0,0,0,"[0, 0, 0]"
"Krause, M.",SJS,8,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Bass, L.",SJS,5,1,2,1/1,0,0,0,0,"[0, 0, 0]"
"Fisher, G.",SJS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oles JR, T.",SJS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"PickSix, H.",SJS,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Lanier, B.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Allen, O.",SJS,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Stein, P.",SJS,1,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Jadakiss, D.",AZ,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wilf, G.",AZ,10,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Quin, A.",AZ,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Koniecpolski, S.",AZ,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Blanco, B.",AZ,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Masters, S.",AZ,4,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ryeu, S.",AZ,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Scarlett, D.",AZ,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kehla, Z.",AZ,2,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Miller, P.",AZ,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Miller II, C.",AZ,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
