Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Roll, J.",NO,1,12,4,0,10,8
"Armstrong, L.",NO,0,0,6,1,10,8
"Bolden, B.",NO,0,0,6,0,10,8
"Ory, K.",NO,0,0,5,1,10,8
"Smallwood, D.",NO,0,0,4,0,10,8
"Savea, A.",NO,0,0,3,0,10,8
"Ruffins, K.",NO,0,0,1,1,10,8
"DiMirio, P.",NO,0,0,1,0,10,8
"Nuck, B.",NO,0,0,1,0,10,8
"Remington, J.",OCO,1,11,2,0,10,8
"Broxton, J.",OCO,1,10,0,0,10,8
"Clegane, G.",OCO,1,10,0,0,10,8
"Enchant, E.",OCO,1,2,0,0,10,8
"King, J.",OCO,1,10,0,0,10,8
"Wright Jr, G.",OCO,1,15,0,0,10,8
"Smith, W.",OCO,0,0,7,1,10,8
"Wesson, D.",OCO,0,0,4,0,10,8
"Ruger, W.",OCO,0,0,2,2,10,8
"Savage, B.",OCO,0,0,2,0,10,8
"Yates, J.",OCO,0,0,1,0,10,8
