Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Summer, A.",BAL,1,5,2,0,9,12
"Taylor, O.",BAL,1,10,1,0,9,12
"Jeremy, R.",BAL,0,0,12,0,9,12
"Grey, S.",BAL,0,0,8,0,9,12
"Steele, R.",BAL,0,0,5,0,9,12
"Diggler, D.",BAL,0,0,4,0,9,12
"Harp, D.",BAL,0,0,3,0,9,12
"Star, L.",BAL,0,0,3,0,9,12
"L'Alto, V.",BAL,0,0,2,0,9,12
"Tillman, M.",COL,3,22,0,0,9,12
"Tackle, R.",COL,2,10,6,0,9,12
"Guard, L.",COL,1,15,5,0,9,12
"Grau, M.",COL,1,10,3,0,9,12
"McBrain, S.",COL,1,5,0,0,9,12
"Montgomery, B.",COL,1,5,0,0,9,12
"Cansino, D.",COL,1,5,0,0,9,12
"Pierno, N.",COL,1,5,0,0,9,12
"Tackle, L.",COL,0,0,7,1,9,12
"Centre, S.",COL,0,0,3,0,9,12
"Guard, R.",COL,0,0,3,0,9,12
"Chipmunk, A.",COL,0,0,1,0,9,12
