Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Tackle, R.",COL,1,15,5,0,13,14
"Bishop, J.",COL,1,10,0,0,13,14
"LaMelllana, S.",COL,1,1,0,0,13,14
"Sachs, J.",COL,1,5,0,0,13,14
"Guard, L.",COL,0,0,11,0,13,14
"Tackle, L.",COL,0,0,8,0,13,14
"Centre, S.",COL,0,0,3,0,13,14
"Chipmunk, A.",COL,0,0,2,1,13,14
"Crindy, B.",COL,0,0,2,0,13,14
"Guard, R.",COL,0,0,1,0,13,14
"Grau, M.",COL,0,0,0,1,13,14
"Bakshi, S.",YKW,1,5,0,0,13,14
"Dugnutt, B.",YKW,1,5,0,0,13,14
"Parker, J.",YKW,1,5,0,0,13,14
"Taylor, C.",YKW,1,5,0,0,13,14
"Amper, T.",YKW,0,0,3,0,13,14
"Ones, B.",YKW,0,0,2,0,13,14
"Pooky, S.",YKW,0,0,2,0,13,14
"Carrasco, T.",YKW,0,0,1,1,13,14
"Mushing, M.",YKW,0,0,1,0,13,14
"Rchon, A.",YKW,0,0,1,0,13,14
