Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Matthews, D.",BER,6,86,14.3,35,0,3,26
"Cash Jr., S.",BER,6,73,12.2,25,1,3,26
"Skiuuup, C.",BER,5,63,12.6,18,0,3,26
"Petrongolo, J.",BER,4,35,8.8,12,0,3,26
"Boyd, C.",BER,1,4,4,4,0,3,26
"King, D.",BER,1,4,4,4,0,3,26
"Gelbman, T.",CHI,6,84,14,33,1,3,26
"O'Leary, S.",CHI,5,138,27.6,52,1,3,26
"Scabbia, L.",CHI,5,87,17.4,32,0,3,26
"Rodriguez, B.",CHI,4,62,15.5,32,0,3,26
"Tirtawidjaja, J.",CHI,2,18,9,9,0,3,26
"Yoda, B.",CHI,1,12,12,12,0,3,26
"Tucker Jr., P.",CHI,1,-1,-1,0,0,3,26
