Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Lenkins, J.",BER,2,14,0,0,3,26
"Adyan, A.",BER,1,10,6,0,3,26
"Wall, G.",BER,1,5,4,1,3,26
"Wall, J.",BER,0,0,6,1,3,26
"Wall, D.",BER,0,0,5,0,3,26
"Boyd, C.",BER,0,0,2,0,3,26
"Dolls, B.",BER,0,0,2,0,3,26
"King, D.",BER,0,0,2,0,3,26
"Petrongolo, J.",BER,0,0,1,0,3,26
"Skiuuup, C.",BER,0,0,0,1,3,26
"Gelbman, T.",CHI,1,5,4,0,3,26
"Riposte, I.",CHI,1,5,2,0,3,26
"Eller, A.",CHI,1,5,0,0,3,26
"Hayes, V.",CHI,1,5,0,0,3,26
"Jones, J.",CHI,1,5,0,0,3,26
"Rubbe, G.",CHI,0,0,6,1,3,26
"LaFleur, F.",CHI,0,0,4,0,3,26
"Bayley Jr., B.",CHI,0,0,1,0,3,26
"Tirtawidjaja, J.",CHI,0,0,1,0,3,26
"Tucker Jr., P.",CHI,0,0,1,0,3,26
