Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Kirkby, T.",NY,7,0,0,0/0,1,1,0,1,0/0/0,0,0,0,0,12,25
"Winchester, H.",NY,7,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,12,25
"Banks, J.",NY,6,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,12,25
"Andrews, J.",NY,5,0,0,0/0,3,2,0,0,0/0/0,0,0,0,0,12,25
"McGullager, T.",NY,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,12,25
"Kearse, J.",NY,4,1,2,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"QuakStak, D.",NY,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Roberts, B.",NY,3,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Ocewilder, S.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Thumper, B.",NY,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Hexagon, L.",NO,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Bode, Q.",NO,9,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Toblerone, M.",NO,8,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Rector, D.",NO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Rikiya, M.",NO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Simwell, L.",NO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Light, B.",NO,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Ranger, A.",NO,5,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Blaylock, M.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Button, Q.",NO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Dissector, U.",NO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Witten, A.",NO,0,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
