Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pest, T.",SJS,1,5,8,0,11,19
"Pancake, P.",SJS,1,10,4,1,11,19
"Bot, B.",SJS,1,5,4,0,11,19
"Dodggy, B.",SJS,0,0,3,0,11,19
"Lee, B.",SJS,0,0,3,0,11,19
"Olsen, C.",SJS,0,0,3,0,11,19
"Johnson, R.",SJS,0,0,1,0,11,19
"Tyerucker, Q.",SJS,0,0,0,1,11,19
"Centre, S.",COL,2,10,1,0,11,19
"Guard, R.",COL,1,15,2,0,11,19
"Guard, L.",COL,1,5,1,0,11,19
"Bacon, T.",COL,1,5,0,0,11,19
"Ocewilder, S.",COL,1,9,0,0,11,19
"Tackle, L.",COL,0,0,3,0,11,19
"Tackle, R.",COL,0,0,3,0,11,19
"Vincent, M.",COL,0,0,2,1,11,19
"Owens, A.",COL,0,0,2,0,11,19
"King, A.",COL,0,0,1,0,11,19
