Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Rok, R.",SAR,10,0,0,2,0,0,0,0,0,0,0,0,6,22
"Mango-Panda, H.",SAR,9,0,0,1,0,0,0,1,0,0,0,0,6,22
"Andrews, J.",SAR,4,0,0,2,1,0,0,0,0,0,0,0,6,22
"Beat, N.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,6,22
"Knight, L.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,6,22
"Nkiah, J.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,6,22
"Riposte, F.",SAR,4,0,1,0,0,0,0,0,0,0,0,0,6,22
"Dillmiballs, F.",SAR,3,0,0,0,0,0,0,0,0,0,0,0,6,22
"Ocewilder, S.",SAR,3,1,0,0,0,0,0,0,0,0,0,0,6,22
"Baldari, F.",SAR,2,1,1,0,0,0,0,0,0,0,0,0,6,22
"Franchet, M.",SAR,2,1,0,0,0,0,0,0,1,0,0,0,6,22
"Bode, Q.",NO,10,0,0,0,0,0,0,0,0,0,0,0,6,22
"Dissector, U.",NO,9,0,1,3,0,0,0,0,0,0,0,0,6,22
"Adams, X.",NO,6,0,0,0,0,0,0,0,0,0,0,0,6,22
"Taylor, D.",NO,6,0,0,2,0,0,0,0,0,0,0,0,6,22
"Rector, D.",NO,5,0,0,6,3,0,0,0,0,0,0,0,6,22
"Rikiya, M.",NO,4,0,2,0,0,0,0,0,0,0,0,0,6,22
"Witten, A.",NO,3,0,2,0,0,0,0,0,0,0,0,0,6,22
"Blaylock, M.",NO,2,0,0,1,1,0,0,0,0,0,0,0,6,22
"Jimbo Jr., D.",NO,2,2,0,0,0,0,0,0,0,0,0,0,6,22
"Ironside, B.",NO,1,0,0,0,0,0,0,0,0,0,0,0,6,22
"Tu'inukuafe, B.",NO,1,1,0,0,0,0,0,0,0,0,0,0,6,22
