Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Jeremy, R.",BAL,0,0,7,0,2,17
"Steele, R.",BAL,0,0,7,0,2,17
"Grey, S.",BAL,0,0,4,0,2,17
"Diggler, D.",BAL,0,0,2,0,2,17
"Jimbo, D.",BAL,0,0,2,0,2,17
"L'Alto, V.",BAL,0,0,1,0,2,17
"Star, L.",BAL,0,0,1,0,2,17
"Cox III, J.",PHI,1,5,0,0,2,17
"von Matt, J.",PHI,1,5,0,0,2,17
"Arthur, C.",PHI,0,0,3,0,2,17
"Tyler, J.",PHI,0,0,3,0,2,17
"Van Buren, M.",PHI,0,0,3,0,2,17
"Brown, M.",PHI,0,0,2,1,2,17
"Fillmore, M.",PHI,0,0,1,0,2,17
"Hank, F.",PHI,0,0,1,0,2,17
"Hayes, R.",PHI,0,0,1,0,2,17
"Jones, V.",PHI,0,0,1,0,2,17
