Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Orosz, C.",SJS,1,12,1,0,12,16
"Rowland, A.",SJS,1,4,0,0,12,16
"Chains, J.",SJS,0,0,4,0,12,16
"Willis, T.",SJS,0,0,4,0,12,16
"Wright, D.",SJS,0,0,4,0,12,16
"Jeffries, W.",SJS,0,0,3,0,12,16
"Paracomida, G.",SJS,0,0,3,0,12,16
"Johnson, R.",SJS,0,0,2,0,12,16
"Olsen, C.",SJS,0,0,1,0,12,16
"Verden, J.",PHI,2,20,0,0,12,16
"Arthur, C.",PHI,1,5,3,0,12,16
"Hayes, R.",PHI,0,0,7,0,12,16
"Van Buren, M.",PHI,0,0,4,0,12,16
"Hank, F.",PHI,0,0,3,0,12,16
"Tyler, J.",PHI,0,0,2,0,12,16
"Fillmore, M.",PHI,0,0,1,0,12,16
