Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Fillmore, M.",PHI,1,5,1,0,11,14
"Beard, M.",PHI,1,5,0,0,11,14
"Van Buren, M.",PHI,1,10,0,0,11,14
"Hayes, R.",PHI,0,0,6,0,11,14
"Tyler, J.",PHI,0,0,5,0,11,14
"Arthur, C.",PHI,0,0,4,0,11,14
"Davenport, C.",PHI,0,0,1,0,11,14
"Six, S.",OCO,2,15,2,0,11,14
"Four, S.",OCO,1,10,5,1,11,14
"Brown, M.",OCO,1,15,0,0,11,14
"Showbiz, G.",OCO,1,15,0,0,11,14
"Skarsgard, T.",OCO,1,15,0,0,11,14
"Five, S.",OCO,0,0,7,1,11,14
"Thirteen, S.",OCO,0,0,5,1,11,14
"Twelve, S.",OCO,0,0,2,0,11,14
"Zephyrous, S.",OCO,0,0,2,0,11,14
"Adams, R.",OCO,0,0,1,0,11,14
"Blaze, J.",OCO,0,0,1,0,11,14
