Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"A'Little, L.",AUS,1,5,6,0,13,21
"A'Barelyanything, L.",AUS,1,5,1,0,13,21
"Moreno, V.",AUS,1,15,0,0,13,21
"A'Moderateamount, L.",AUS,0,0,6,1,13,21
"Blockit, I.",AUS,0,0,5,0,13,21
"Beaver-Dantes, E.",AUS,0,0,4,0,13,21
"Mendonca, M.",AUS,0,0,4,0,13,21
"A'Ton, L.",AUS,0,0,3,0,13,21
"Dotson, F.",PHI,2,15,2,0,13,21
"Garnett, L.",PHI,2,20,0,0,13,21
"Fillmore, M.",PHI,1,5,3,1,13,21
"Torenson, S.",PHI,1,5,1,0,13,21
"Personsacker, J.",PHI,1,15,0,0,13,21
"Van Buren, M.",PHI,0,0,5,0,13,21
"Hayes, R.",PHI,0,0,4,0,13,21
"Arthur, C.",PHI,0,0,2,1,13,21
"Tyler, J.",PHI,0,0,2,0,13,21
"Blocksdale Jr., A.",PHI,0,0,1,0,13,21
