Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Jimbo, D.",BAL,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Castle, S.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Poopsie, D.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, B.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Baldari, F.",BAL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,1,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Vassallo, S.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lejune, L.",COL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Sinclair, Q.",COL,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",COL,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ocewilder, S.",COL,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,2,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Thumper, B.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taffy, T.",COL,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
