Player,Team,Penalties,Yards,Pancakes,Sacks Allowed
"Steele, R.",BAL,1,5,9,0
"Diggler, D.",BAL,1,5,6,0
"Grey, S.",BAL,1,5,2,0
"Asipi III, A.",BAL,1,15,0,0
"Star, L.",BAL,0,0,7,0
"Jeremy, R.",BAL,0,0,6,0
"L'Alto, V.",BAL,0,0,2,0
"Pancakes, P.",BAL,0,0,2,0
"Bigby, L.",BAL,0,0,1,0
"Bacon, T.",COL,1,25,0,0
"Forty-Two, L.",COL,1,5,0,0
"Ocewilder, S.",COL,1,15,0,0
"Owens, A.",COL,1,14,0,0
"Thumper, B.",COL,1,15,0,0
"Guard, R.",COL,0,0,4,1
"Centre, S.",COL,0,0,3,0
"Guard, L.",COL,0,0,3,0
"Tackle, L.",COL,0,0,2,1
"King, A.",COL,0,0,1,0
"Tackle, R.",COL,0,0,1,0
