Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Diggler, D.",BAL,1,5,6,0,2,7
"Jeremy, R.",BAL,1,5,5,2,2,7
"Star, L.",BAL,1,5,3,0,2,7
"Kyubee, S.",BAL,1,5,0,0,2,7
"Grey, S.",BAL,0,0,5,0,2,7
"Steele, R.",BAL,0,0,3,0,2,7
"L'Alto, V.",BAL,0,0,2,0,2,7
"Taylor, O.",BAL,0,0,1,0,2,7
"Savea, A.",NO,2,10,5,2,2,7
"Cox, J.",NO,1,5,0,0,2,7
"Evans, D.",NO,1,5,0,0,2,7
"Bolden, B.",NO,0,0,6,1,2,7
"Ory, K.",NO,0,0,4,0,2,7
"Ruffins, K.",NO,0,0,3,1,2,7
"Roll, J.",NO,0,0,2,0,2,7
"Armstrong, L.",NO,0,0,1,1,2,7
"O'Sullivan, C.",NO,0,0,0,1,2,7
