Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Scott, R.",COL,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,6,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Kirkby, T.",COL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",COL,5,0,1,0/0,1,1,0,1,"[0, 0, 0]"
"Berry, M.",COL,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Blackstone, I.",COL,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sanchez, I.",COL,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,3,0,1,1/0,0,0,1,0,"[0, 0, 0]"
"Magic, M.",COL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mango-Panda, H.",SAR,13,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dillmiballs, F.",SAR,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ocewilder, S.",SAR,7,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Nkiah, J.",SAR,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rok, R.",SAR,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Beat, N.",SAR,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Andrews, J.",SAR,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Knight, L.",SAR,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Riposte, F.",SAR,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Baldari, F.",SAR,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Franchet, M.",SAR,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Doe, B.",SAR,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
