Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Savea, A.",NO,1,10,2,0,8,7
"O'Sullivan, C.",NO,1,5,0,0,8,7
"Stormblessed, N.",NO,1,5,0,0,8,7
"Tomlinson, A.",NO,1,15,0,0,8,7
"Armstrong, L.",NO,0,0,12,0,8,7
"Ruffins, K.",NO,0,0,4,0,8,7
"Bolden, B.",NO,0,0,3,0,8,7
"Ory, K.",NO,0,0,3,0,8,7
"Windchesthair, A.",COL,1,5,10,0,8,7
"Bastard, F.",COL,1,5,3,0,8,7
"Applehort, R.",COL,1,5,0,0,8,7
"LeFevre, R.",COL,1,10,0,0,8,7
"Joyce, S.",COL,1,10,0,0,8,7
"Sandoval, R.",COL,1,12,0,0,8,7
"Down, D.",COL,0,0,8,0,8,7
"Vibrations, F.",COL,0,0,5,1,8,7
"Knuckler, B.",COL,0,0,5,0,8,7
"Crush, C.",COL,0,0,3,0,8,7
