Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Arianlacher, M.",AUS,9,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Lavelle Jr., D.",AUS,7,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,14,25
"Bowie, M.",AUS,4,0,0,0/1,1,1,0,0,0/0/0,1,0,0,0,14,25
"MacGregor, G.",AUS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Mendoza, C.",AUS,4,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,14,25
"Crooks, L.",AUS,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Egghands, T.",AUS,2,1,0,1/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Montain, T.",AUS,2,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Porter, G.",AUS,2,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,14,25
"Claxton, S.",AUS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Isbest, C.",AUS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Koniecpolski, S.",AZ,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Wilf, G.",AZ,8,0,2,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Crunk, T.",AZ,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Noble Jr., L.",AZ,7,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Jadakiss, D.",AZ,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Scarlett, D.",AZ,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Ryeu, S.",AZ,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Quin, A.",AZ,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Kehla, Z.",AZ,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Masters, S.",AZ,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Miller, P.",AZ,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Cue, J.",AZ,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,14,25
