Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Storm, B.",NO,6,56,9.3,17,0,8,12
"DiMirio, P.",NO,5,37,7.4,13,1,8,12
"Fyodorovich, V.",NO,4,109,27.2,31,1,8,12
"Halvorsen, T.",NO,4,70,17.5,35,0,8,12
"Gore, B.",NO,3,17,5.7,8,0,8,12
"Yobanna-Kanayochukwu, C.",NO,2,7,3.5,6,0,8,12
"Flash, X.",SJS,4,103,25.8,46,1,8,12
"Oles, K.",SJS,4,81,20.2,32,1,8,12
"Brannigan, Z.",SJS,3,45,15,32,0,8,12
"Justice, T.",SJS,2,73,36.5,45,1,8,12
"Tuck, J.",SJS,2,11,5.5,6,0,8,12
"Canton, J.",SJS,1,2,2,2,0,8,12
"Orosz, C.",SJS,1,2,2,2,0,8,12
