Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pooky, S.",YKW,1,14,6,0,9,8
"Hardrool, C.",YKW,1,15,0,0,9,8
"Mushing, M.",YKW,0,0,6,0,9,8
"Amper, T.",YKW,0,0,4,0,9,8
"McPoyal, G.",YKW,0,0,4,0,9,8
"Rchon, A.",YKW,0,0,3,1,9,8
"Ones, B.",YKW,0,0,1,0,9,8
"Jahelpme, H.",SJS,1,5,1,1,9,8
"Horne, B.",SJS,1,5,0,0,9,8
"Hansen, A.",SJS,1,5,0,0,9,8
"West, D.",SJS,1,5,0,0,9,8
"Tacktheritrix, J.",SJS,0,0,6,0,9,8
"McKoutchie, M.",SJS,0,0,5,2,9,8
"Rucker, F.",SJS,0,0,5,0,9,8
"Probincrux III, D.",SJS,0,0,4,0,9,8
"Tuck Jr., T.",SJS,0,0,1,0,9,8
