Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Summer, A.",BAL,3,35,1,0,12,12
"Oats, S.",BAL,1,15,0,0,12,12
"Diggler, D.",BAL,0,0,6,0,12,12
"Grey, S.",BAL,0,0,6,0,12,12
"Harp, D.",BAL,0,0,5,1,12,12
"Jeremy, R.",BAL,0,0,5,0,12,12
"Star, L.",BAL,0,0,5,0,12,12
"L'Alto, V.",BAL,0,0,3,0,12,12
"Steele, R.",BAL,0,0,2,0,12,12
"Sackerman, F.",AZ,3,23,0,0,12,12
"Crindy, B.",AZ,2,10,1,0,12,12
"David, M.",AZ,2,20,0,0,12,12
"Robotman, B.",AZ,1,5,6,0,12,12
"Dwyer, J.",AZ,1,5,0,0,12,12
"Morris, D.",AZ,1,15,0,0,12,12
"Reese, A.",AZ,1,5,0,0,12,12
"Robotman, A.",AZ,0,0,7,0,12,12
"Robotman, D.",AZ,0,0,5,0,12,12
"Robotman, E.",AZ,0,0,4,0,12,12
"Robotman, C.",AZ,0,0,2,0,12,12
"Asipi III, A.",AZ,0,0,1,0,12,12
