Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Harp, D.",BAL,7,51,7.3,14,0,12,12
"Nagasawa, Y.",BAL,6,72,12,28,1,12,12
"L'Alto, V.",BAL,6,53,8.8,18,0,12,12
"Valentine, V.",BAL,5,107,21.4,41,0,12,12
"Summer, A.",BAL,3,14,4.7,7,0,12,12
"Maddox, E.",BAL,2,38,19,22,0,12,12
"Taylor, O.",BAL,2,7,3.5,7,0,12,12
"Willie, T.",AZ,5,72,14.4,24,2,12,12
"Crindy, B.",AZ,5,28,5.6,11,1,12,12
"Squanch, V.",AZ,4,116,29,51,0,12,12
"Asipi III, A.",AZ,4,23,5.8,7,0,12,12
"Shady, S.",AZ,3,28,9.3,15,0,12,12
"Moore, S.",AZ,1,8,8,8,0,12,12
