Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Joestar, J.",OCO,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Biggums, T.",OCO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Jones, D.",OCO,7,0,1,0/0,3,0,0,0,0/0/0,0,0,0,0,4,26
"Bob, B.",OCO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Scott, R.",OCO,6,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Leaking, R.",OCO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Tank, G.",OCO,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Vegeta, P.",OCO,4,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Abernathy, K.",OCO,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Booker, B.",OCO,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Eagle, R.",OCO,3,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Wheezer, C.",OCO,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Porter, G.",AUS,7,0,2,0/0,3,1,0,0,0/0/0,0,0,0,0,4,26
"Bowie, M.",AUS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Crooks, L.",AUS,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,4,26
"Mendoza, C.",AUS,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Thomaslacher, B.",AUS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Alexander-Arnold, B.",AUS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Claxton, S.",AUS,3,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"MacGregor, G.",AUS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Egghands, T.",AUS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Saurus, B.",AUS,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,4,26
