Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Hobbs, S.",OCO,11,0,0,1,1,0,0,0,0,0,0,0,3,17
"Grievous, L.",OCO,10,0,1,0,0,0,0,0,0,0,0,0,3,17
"Ramsey Jr., G.",OCO,8,1,0,0,0,0,0,0,0,0,0,0,3,17
"Ginsberg, D.",OCO,7,0,0,0,0,0,0,0,0,0,0,0,3,17
"Mbanefo, K.",OCO,6,1,1,0,0,0,0,0,0,0,0,0,3,17
"Schneider, D.",OCO,6,0,0,0,0,0,0,0,0,0,0,0,3,17
"Rice, J.",OCO,5,0,1,0,0,0,0,0,0,0,0,0,3,17
"Salami, T.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,3,17
"Skarsgard, T.",OCO,2,0,1,0,0,0,0,0,0,0,0,0,3,17
"Lattimer, A.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,3,17
"Showbiz, G.",OCO,1,0,0,4,0,0,0,0,0,0,0,0,3,17
"Jensen, C.",AUS,9,0,0,2,0,0,0,0,0,0,0,0,3,17
"Bakshi, S.",AUS,7,0,0,0,0,0,0,0,0,0,0,0,3,17
"Robertson, A.",AUS,7,0,0,0,0,0,0,0,0,0,0,0,3,17
"Edmond, H.",AUS,6,0,0,0,0,0,0,0,0,0,0,0,3,17
"Castle, S.",AUS,5,0,0,1,1,0,0,0,0,0,0,0,3,17
"Lavelle Jr., D.",AUS,4,0,0,2,1,0,0,0,0,0,0,0,3,17
"Kuusela, G.",AUS,3,0,1,0,0,0,0,0,0,0,0,0,3,17
"Okura, T.",AUS,3,0,0,0,0,0,0,0,0,0,0,0,3,17
"Wizardry, D.",AUS,2,0,0,0,0,0,0,0,0,0,0,0,3,17
"Henry, J.",AUS,1,0,0,0,0,0,0,0,0,0,0,0,3,17
"Snider, N.",AUS,1,0,1,0,0,0,0,0,0,0,0,0,3,17
