Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Lee, J.",ARI,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Stropko, B.",ARI,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,5,1,3,0/0,0,0,0,0,"[0, 0, 0]"
"Rashad, I.",ARI,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ernston, H.",ARI,3,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Flock, R.",ARI,3,1,0,0/0,1,1,0,1,"[0, 0, 0]"
"Jackson, M.",ARI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Williams, J.",ARI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dam, D.",ARI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi, A.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Blade, B.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fulton, W.",COL,11,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Acolyte, B.",COL,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hayden, A.",COL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Carter, P.",COL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cox, V.",COL,6,1,3,0/0,0,0,0,0,"[0, 0, 0]"
"Saint, J.",COL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McNoodle, M.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Teagarden, E.",COL,5,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Nasher, W.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wozy, F.",COL,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
