Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Bayley, B.",SJS,8,0,0,1,0,0,0,0,0,0,0,0,9,6
"Sharpei, V.",SJS,7,0,3,1,0,0,0,0,0,0,0,0,9,6
"Brill, J.",SJS,6,0,2,0,0,0,0,0,0,0,0,0,9,6
"Canton, J.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,9,6
"Hansen, A.",SJS,6,0,0,1,1,0,0,0,0,0,0,0,9,6
"Miller, D.",SJS,4,0,1,0,0,0,0,0,0,0,0,0,9,6
"Joshua, C.",SJS,2,1,0,0,0,0,0,0,0,0,0,0,9,6
"Lewith, T.",SJS,2,0,0,2,0,0,0,0,0,0,0,0,9,6
"Newman, X.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,9,6
"Tucker, P.",PHI,12,0,0,0,0,0,0,0,0,0,0,0,9,6
"Hendrix, M.",PHI,11,1,0,0,0,0,0,0,0,0,0,0,9,6
"Marmeladov, V.",PHI,8,0,0,0,0,0,0,0,0,0,0,0,9,6
"Cushing, K.",PHI,7,0,0,1,0,0,0,0,0,0,0,0,9,6
"Kamaka, E.",PHI,5,0,0,0,0,0,0,2,1,0,0,0,9,6
"King, G.",PHI,4,0,1,0,0,0,0,0,0,0,0,0,9,6
"Rove, C.",PHI,3,0,0,1,0,0,0,0,0,0,0,0,9,6
"Lee, J.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,9,6
"Bagwell, N.",PHI,1,0,0,0,0,0,0,0,1,0,0,0,9,6
"Davidson, D.",PHI,1,1,0,0,0,0,0,0,0,0,0,0,9,6
"Flock, R.",PHI,1,0,0,0,0,0,0,0,0,0,0,0,9,6
