Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Kroustis, G.",YKW,10,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,9,0,2,0/0,4,2,0,2,"[0, 0, 0]"
"Snuggles, J.",YKW,8,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Brown, M.",YKW,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Selich, A.",YKW,6,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Storm, J.",YKW,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Uchiha, L.",YKW,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Leaf Jr., R.",YKW,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Skinner, Z.",YKW,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McCoy, C.",COL,6,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Lejune, L.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sachs, J.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Knurtsson, K.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mack, M.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Towers, J.",COL,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Sinclair, Q.",COL,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Cox, P.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
