Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Storm, J.",OCO,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,7,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Lazer-Eyes, G.",OCO,6,0,0,0/1,1,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Lovote, M.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,3,0,0,1/1,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,8,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Swift, T.",NO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Andrews, J.",NO,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Arianlacher, M.",NO,4,3,0,1/0,0,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rax, L.",NO,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ridley, X.",NO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Slothface, J.",NO,3,0,0,0/2,0,0,0,0,"[0, 0, 0]"
"Faux, B.",NO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, D.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
