Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Irving, J.",AZ,9,83,9.2,31,0,12,17
"Zephyrous, S.",AZ,5,32,6.4,9,0,12,17
"Valentine, V.",AZ,4,133,33.2,53,0,12,17
"Landers, B.",AZ,4,46,11.5,13,1,12,17
"Shady, S.",AZ,3,49,16.3,26,0,12,17
"Murphy, J.",AZ,1,6,6,6,0,12,17
"Forty-Two, L.",COL,7,73,10.4,26,0,12,17
"Bishop, J.",COL,5,78,15.6,24,0,12,17
"Crindy, B.",COL,5,45,9,14,0,12,17
"Taffy, T.",COL,3,13,4.3,11,0,12,17
"Carrasco, T.",COL,2,12,6,6,0,12,17
"Pennington, B.",COL,1,9,9,9,0,12,17
"Palmer, J.",COL,1,6,6,6,0,12,17
