Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Toriki, M.",NO,1,5,1,1,12,22
"Dissector, U.",NO,1,15,0,0,12,22
"Jones, B.",NO,1,5,0,0,12,22
"Rikiya, M.",NO,1,5,0,0,12,22
"Rubbe, G.",NO,0,0,7,0,12,22
"Ulysses, B.",NO,0,0,4,0,12,22
"Gump, F.",NO,0,0,3,0,12,22
"Ofyourlove, S.",NO,0,0,3,0,12,22
"Room, W.",NO,0,0,3,0,12,22
"McCormick, A.",NO,0,0,2,0,12,22
"Brew, S.",NO,0,0,1,0,12,22
"Saurus, A.",AUS,1,5,5,0,12,22
"Fassingit, H.",AUS,1,5,2,0,12,22
"Okura, T.",AUS,1,5,0,0,12,22
"Beaver-Dantes, E.",AUS,0,0,8,0,12,22
"Mendonca, M.",AUS,0,0,3,0,12,22
"Saurus, B.",AUS,0,0,3,0,12,22
"Saurus, B.",AUS,0,0,3,0,12,22
"A'Barelyanything, L.",AUS,0,0,1,0,12,22
"Blockit, I.",AUS,0,0,1,0,12,22
