Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pest, T.",SJS,2,15,7,2,14,23
"Johnson, R.",SJS,1,5,6,0,14,23
"Cardrissian, R.",SJS,1,15,0,1,14,23
"Lee, B.",SJS,0,0,9,0,14,23
"Pancake, P.",SJS,0,0,7,2,14,23
"McDavid, L.",SJS,0,0,2,0,14,23
"Bot, B.",SJS,0,0,1,1,14,23
"Lackson, J.",SJS,0,0,1,0,14,23
"Noble Jr., L.",HON,2,10,0,0,14,23
"Rogers, S.",HON,1,5,2,0,14,23
"Culbertson, R.",HON,1,5,0,0,14,23
"Dawkins, S.",HON,1,10,0,0,14,23
"Dinkley, V.",HON,1,10,0,0,14,23
"Thornton, B.",HON,1,1,0,0,14,23
"Doo, S.",HON,0,0,3,0,14,23
"Kane-Maika'i, K.",HON,0,0,1,1,14,23
"Blake, D.",HON,0,0,1,0,14,23
"Ruff, R.",HON,0,0,0,1,14,23
