Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Bass, L.",SJS,12,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Brackenridge, T.",SJS,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Lanier, B.",SJS,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Hilliard, R.",SJS,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,26
"Triplet, R.",SJS,5,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Allen, O.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Cloudera, Y.",SJS,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Crowder, R.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Jaxon-Waxon, X.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Stein, P.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Vaughne, R.",SJS,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Fisher, G.",SJS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Ding Dong, J.",SJS,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,5,26
"Domine, J.",CHI,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Shields, T.",CHI,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,26
"Firestorm-Fjord, O.",CHI,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,26
"Hayes, V.",CHI,6,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Brooks, D.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Blackfyre, D.",CHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Eller, A.",CHI,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"MacAndrew, H.",CHI,2,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Hockhertz, M.",CHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Oles JR, T.",CHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Smirh, J.",CHI,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
