Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Angler, J.",SAR,6,71,11.8,31,0,7,26
"Witheblock, M.",SAR,5,72,14.4,24,0,7,26
"Chan, R.",SAR,3,17,5.7,7,0,7,26
"Gordon, R.",SAR,2,39,19.5,22,0,7,26
"Back, R.",SAR,2,7,3.5,5,0,7,26
"J'Vathon, T.",SAR,1,35,35,35,0,7,26
"Manclaw, C.",SAR,1,10,10,10,0,7,26
"Vermillion, J.",YKW,7,113,16.1,33,0,7,26
"Rechs, Z.",YKW,6,43,7.2,9,0,7,26
"Sakura, K.",YKW,4,68,17,36,1,7,26
"Naught, A.",YKW,3,57,19,29,0,7,26
"Walker, M.",YKW,3,57,19,29,1,7,26
"Skyline, A.",YKW,1,10,10,10,0,7,26
