Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Rogers, S.",HON,1,7,6,1,5,25
"Jones, F.",HON,1,5,1,0,5,25
"Sternenstaub, S.",HON,1,1,0,0,5,25
"Blake, D.",HON,0,0,7,1,5,25
"Dinkley, V.",HON,0,0,6,1,5,25
"Hex, T.",HON,0,0,3,0,5,25
"Krashwagen, R.",HON,0,0,3,0,5,25
"Doo, S.",HON,0,0,2,0,5,25
"Quail, D.",NY,1,5,10,0,5,25
"Kong, C.",NY,1,5,1,0,5,25
"Banks, J.",NY,1,5,0,0,5,25
"Griddle, M.",NY,1,5,0,0,5,25
"Kingston, J.",NY,1,5,0,0,5,25
"Snyder, S.",NY,1,10,0,0,5,25
"Kong, D.",NY,0,0,4,0,5,25
"McDavid, L.",NY,0,0,4,0,5,25
"Kong, F.",NY,0,0,2,0,5,25
"Rool, K.",NY,0,0,2,0,5,25
"Owens, A.",NY,0,0,1,1,5,25
"Bawlls, B.",NY,0,0,1,0,5,25
