Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Hockhertz, M.",CHI,12,0,0,0,0,0,0,1,0,0,0,0,6,22
"Bayley Jr., B.",CHI,6,0,1,0,0,0,0,0,0,0,0,0,6,22
"Firestorm-Fjord, O.",CHI,6,0,0,2,0,0,0,0,0,0,0,0,6,22
"Mack, M.",CHI,5,0,0,0,0,0,0,0,0,0,0,0,6,22
"Smirh, J.",CHI,5,1,1,0,0,0,0,0,0,0,0,0,6,22
"MacAndrew, H.",CHI,4,0,0,0,0,0,0,0,0,0,0,0,6,22
"Tucker Jr., P.",CHI,4,0,0,0,0,0,0,0,1,0,0,0,6,22
"Skarsgard, T.",CHI,3,0,1,0,0,0,0,0,0,0,0,0,6,22
"Ridley, X.",CHI,2,0,0,1,0,0,0,0,0,0,0,0,6,22
"Vassallo, S.",CHI,2,0,0,0,0,0,0,0,0,0,0,0,6,22
"Works, S.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,6,22
"Biggums, T.",OCO,9,0,2,0,0,0,0,0,0,0,0,0,6,22
"Vegeta, P.",OCO,9,0,0,0,0,0,0,1,1,0,0,0,6,22
"Lattimer, A.",OCO,5,0,0,3,1,0,0,0,0,0,0,0,6,22
"Abernathy, K.",OCO,4,0,0,0,0,0,0,0,0,0,0,0,6,22
"Dream, K.",OCO,4,0,0,0,0,0,0,1,1,0,0,0,6,22
"Grievous, L.",OCO,4,0,0,2,1,0,0,0,0,0,0,0,6,22
"Jones, D.",OCO,4,0,0,0,0,0,0,0,0,0,0,0,6,22
"Eagle, R.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,6,22
"Lazer-Eyes, G.",OCO,2,1,0,0,0,0,0,0,0,0,0,0,6,22
"Boucher, B.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,6,22
"Edd, B.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,6,22
