Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Winchester, A.",OCO,10,0,1,0/1,0,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,9,1,1,0/0,1,1,0,0,"[0, 0, 0]"
"Atwell, T.",OCO,7,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Verns, D.",OCO,7,1,0,0/0,1,1,0,0,"[0, 0, 0]"
"Cox, V.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"King, J.",OCO,2,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Wright Jr, G.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tiernan, L.",YKW,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Kane, M.",YKW,8,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Carter, P.",YKW,6,0,0,0/0,2,2,0,0,"[0, 0, 0]"
"Ridley, W.",YKW,6,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Taylor, C.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hardrool, C.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Maddox, R.",YKW,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wozy, F.",YKW,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bj̦rnsson, B.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle, D.",YKW,2,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Blade, B.",YKW,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
