Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Krause, M.",SJS,8,0,0,2,0,0,0,0,0,0,0,0,12,24
"Fisher, G.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,12,24
"Lanier, B.",SJS,5,0,2,0,0,0,0,0,0,0,0,0,12,24
"Stein, P.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,12,24
"Harris, C.",SJS,4,0,0,1,0,0,0,0,0,0,0,0,12,24
"Cloudera, Y.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,12,24
"Bass, L.",SJS,2,1,1,0,0,0,0,0,0,0,0,0,12,24
"Brackenridge, T.",SJS,2,0,1,1,0,0,0,0,0,0,0,0,12,24
"PickSix, H.",SJS,2,0,0,1,0,0,0,0,0,0,0,0,12,24
"Edmond, H.",AUS,13,0,0,0,0,0,0,0,0,0,0,0,12,24
"Mendoza, C.",AUS,11,0,0,0,0,0,0,0,0,0,0,0,12,24
"Porter, G.",AUS,10,0,1,3,0,0,0,0,0,0,0,0,12,24
"Okura, T.",AUS,5,0,0,0,0,0,0,0,0,0,0,0,12,24
"Isbest, C.",AUS,4,2,0,0,0,0,0,0,0,0,0,0,12,24
"Montain, T.",AUS,4,0,1,0,0,0,0,0,0,0,0,0,12,24
"Sexjoke, A.",AUS,4,0,0,2,0,0,0,0,0,0,0,0,12,24
"Lavelle Jr., D.",AUS,3,0,0,2,0,0,0,0,0,0,0,0,12,24
"McGullager, T.",AUS,2,0,0,0,0,0,0,0,0,0,0,0,12,24
"Claxton, S.",AUS,1,0,0,0,0,0,0,0,0,0,0,0,12,24
"Egghands, T.",AUS,1,0,0,0,0,0,0,0,0,0,0,0,12,24
