Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Smith, J.",SAR,1,15,4,0,15,25
"Manclaw, C.",SAR,1,5,2,0,15,25
"Pennington Jr., T.",SAR,0,0,4,0,15,25
"Woakneoa, S.",SAR,0,0,4,0,15,25
"Doe, B.",SAR,0,0,2,0,15,25
"Angler, J.",SAR,0,0,1,0,15,25
"Back, R.",SAR,0,0,1,0,15,25
"Stallworth, C.",SAR,0,0,1,0,15,25
"Buckley, B.",YKW,1,5,2,0,15,25
"Dookmarriot, L.",YKW,1,5,0,0,15,25
"Foster, D.",YKW,1,5,0,0,15,25
"Thebaw, S.",YKW,1,5,0,0,15,25
"Virtanen, M.",YKW,0,0,6,1,15,25
"Pooky, S.",YKW,0,0,6,0,15,25
"Rechs, Z.",YKW,0,0,6,0,15,25
"Amper, T.",YKW,0,0,5,0,15,25
"Ones, B.",YKW,0,0,2,1,15,25
"Skyline, A.",YKW,0,0,2,0,15,25
